[BEGIN] 3/10/2017 2:38:37 PM
Disconnected from remote host(arduino) at 14:38:04.
Type `help' to learn how to use Xshell prompt.
[c:\~]$ 
Connecting to COM3...
Connected.
1	1223	1380	7	570	258
3	-202	402	-6
02	402
2	638	486	295
3	-243	374	-5
1	-99	602	402
2	638	486	295
3	-202	402	-6
1	-99	602	402
2	647	570	258
3	-202	402	-6
1	-59	655	303
2	647	570	258
3	-282	584	1
1	-59	655	303
2	648	529	279
3	-282	584	1
1	-26	638	240
2	648	529	279
3	-284	811	24
1	-26	638	240
2	578	592	209
3	-284	811	24
1	-32	588	343
2	578	592	209
3	-284	811	24
1	-32	588	343
2	468	499	182
3	-144	1082	43
1	-18	527	532
2	468	499	182
3	-144	1082	43
1	-18	527	532
2	415	380	164
3	-178	1370	101
1	23	358	673
2	415	380	164
3	-178	1370	101
1	23	358	673
2	379	204	88
3	-239	1511	114
1	85	279	707
2	379	204	88
3	-239	1511	114
1	85	279	707
2	434	99	57
3	-119	1515	80
1	70	424	574
2	434	99	57
3	-119	1515	80
1	70	424	574
2	479	105	104
3	-104	1506	40
1	-45	469	438
2	479	105	104
3	-104	1506	40
1	-45	469	438
2	522	209	148
3	-159	1316	11
1	-45	469	438
2	522	209	148
3	-159	1316	11
1	-163	580	464
2	522	209	148
3	-253	1007	40
1	-163	580	464
2	577	262	321
3	-253	1007	40
1	-264	759	568
2	577	262	321
3	-354	779	54
1	-264	759	568
2	668	421	437
3	-354	779	54
1	-338	732	432
2	668	421	437
3	-172	569	41
1	-338	732	432
2	936	532	822
3	-172	569	41
1	-391	627	111
2	936	532	822
3	-172	569	41
1	-391	627	111
2	1107	549	781
3	60	360	12
1	-345	529	-97
2	1107	549	781
3	60	360	12
1	-345	529	-97
2	1078	466	707
3	182	127	-3
1	-374	473	-58
2	1078	466	707
3	182	127	-3
1	-374	473	-58
2	956	476	588
3	93	-209	44
1	-241	517	199
2	956	476	588
3	93	-209	44
1	-241	517	199
2	817	506	512
3	-75	-461	76
1	-123	409	249
2	817	506	512
3	-75	-461	76
1	-123	409	249
2	665	498	490
3	306	-617	19
1	-69	522	244
2	665	498	490
3	306	-617	19
1	-69	522	244
2	575	389	445
3	300	-763	-33
1	-69	522	244
2	575	389	445
3	300	-763	-33
1	26	577	391
2	575	389	445
3	148	-808	-35
1	26	577	391
2	489	339	286
3	148	-808	-35
1	49	564	431
2	489	339	286
3	335	-902	-83
1	49	564	431
2	434	282	145
3	335	-902	-83
1	27	540	484
2	434	282	145
3	220	-992	-100
1	27	540	484
2	421	182	103
3	220	-992	-100
1	-15	516	513
2	421	182	103
3	220	-992	-100
1	-15	516	513
2	472	216	108
3	4	-1073	-96
1	-39	546	481
2	472	216	108
3	4	-1073	-96
1	-39	546	481
2	568	265	168
3	201	-1279	-141
1	-59	607	416
2	568	265	168
3	201	-1279	-141
1	-59	607	416
2	624	269	183
3	265	-1505	-160
1	-69	667	398
2	624	269	183
3	265	-1505	-160
1	-69	667	398
2	684	418	249
3	120	-1609	-132
1	-28	573	459
2	684	418	249
3	120	-1609	-132
1	-28	573	459
2	720	545	314
3	208	-1718	-115
1	-28	573	459
2	720	545	314
3	208	-1718	-115
1	-4	445	482
2	720	545	314
3	208	-1747	-114
1	-4	445	482
2	731	618	311
3	208	-1747	-114
1	-3	431	461
2	731	618	311
3	79	-1710	-130
1	-3	431	461
2	722	490	329
3	79	-1710	-130
1	-17	541	414
2	722	490	329
3	134	-1637	-164
1	-17	541	414
2	703	347	413
3	134	-1637	-164
1	-82	625	354
2	703	347	413
3	335	-1618	-176
1	-82	625	354
2	649	374	389
3	335	-1618	-176
1	-85	547	468
2	649	374	389
3	335	-1618	-176
1	-85	547	468
2	600	379	355
3	225	-1628	-116
1	3	430	525
2	600	379	355
3	225	-1628	-116
1	3	430	525
2	568	441	376
3	153	-1463	-120
1	-36	513	337
2	568	441	376
3	153	-1463	-120
1	-36	513	337
2	610	477	325
3	351	-1383	-123
1	48	649	422
2	610	477	325
3	351	-1383	-123
1	48	649	422
2	584	349	207
3	181	-1149	-73
1	48	649	422
2	584	349	207
3	181	-1149	-73
1	123	576	436
2	584	349	207
3	-144	-760	-12
1	123	576	436
2	518	211	293
3	-144	-760	-12
1	35	618	342
2	518	211	293
3	-40	-475	-17
1	35	618	342
2	482	229	368
3	-40	-475	-17
1	88	703	477
2	482	229	368
3	84	-327	-42
1	88	703	477
2	500	292	298
3	84	-327	-42
1	93	705	537
2	500	292	298
3	123	-159	-73
1	93	705	537
2	375	256	190
3	123	-159	-73
1	-87	764	589
2	375	256	190
3	123	-159	-73
1	-87	764	589
2	329	260	71
3	148	-54	-69
1	-35	917	668
2	329	260	71
3	148	-54	-69
1	-35	917	668
2	410	277	-45
3	-185	119	-26
1	3	757	494
2	410	277	-45
3	-185	119	-26
1	3	757	494
2	390	267	-67
3	-158	276	-46
1	-139	655	336
2	390	267	-67
3	-158	276	-46
1	-139	655	336
2	427	366	-9
3	-102	276	-33
1	-139	546	415
2	427	366	-9
3	-102	276	-33
1	-139	546	415
2	531	371	166
3	-496	304	82
1	-139	546	415
2	531	371	166
3	-496	304	82
1	-87	388	475
2	531	371	166
3	-356	192	121
1	-87	388	475
2	632	371	301
3	-356	192	121
1	-129	399	389
2	632	371	301
3	-130	144	110
1	-129	399	389
2	659	336	395
3	-130	144	110
1	-156	418	270
2	659	336	395
3	-194	127	134
1	-156	418	270
2	716	378	492
3	-194	127	134
1	-151	435	277
2	716	378	492
3	-102	1	129
1	-151	435	277
2	709	426	479
3	-102	1	129
1	-145	532	320
2	709	426	479
3	-102	1	129
1	-145	532	320
2	714	530	412
3	74	-74	84
1	-146	600	305
2	714	530	412
3	74	-74	84
1	-146	600	305
2	704	551	406
3	93	-88	64
1	-147	653	324
2	704	551	406
3	93	-88	64
1	-147	653	324
2	671	522	383
3	52	-108	49
1	-134	682	356
2	671	522	383
3	52	-108	49
1	-134	682	356
2	618	460	359
3	114	-109	35
1	-134	682	356
2	618	460	359
3	114	-109	35
1	-116	720	379
2	618	460	359
3	197	-104	14
1	-116	720	379
2	570	417	306
3	197	-104	14
1	-100	671	363
2	570	417	306
3	171	-89	9
1	-100	671	363
2	503	372	228
3	171	-89	9
1	-73	597	390
2	503	372	228
3	131	-87	8
1	-73	597	390
2	431	298	157
3	131	-87	8
1	-75	546	419
2	431	298	157
3	106	-87	-25
1	-75	546	419
2	409	274	125
3	106	-87	-25
1	-80	558	428
2	409	274	125
3	106	-87	-25
1	-80	558	428
2	414	290	115
3	99	-86	-39
1	-85	520	392
2	414	290	115
3	99	-86	-39
1	-85	520	392
2	399	270	93
3	95	-73	-44
1	-98	539	382
2	399	270	93
3	95	-73	-44
1	-98	539	382
2	404	303	87
3	93	-55	-54
1	-104	572	364
2	404	303	87
3	93	-55	-54
1	-104	572	364
2	437	345	108
3	81	-19	-54
1	-104	572	364
2	437	345	108
3	81	-19	-54
1	-122	600	356
2	447	342	111
3	60	14	-55
1	-122	600	356
2	447	342	111
3	60	14	-55
1	-119	609	349
2	447	342	111
3	21	60	-52
1	-119	609	349
2	463	366	118
3	21	60	-52
1	-116	610	348
2	463	366	118
3	12	91	-48
1	-116	610	348
2	498	366	159
3	12	91	-48
1	-106	607	370
2	498	366	159
3?nitializing sensors...
Testing MPU connection...
MPU6050(acc1) connection successful
MPU6050(acc2) connection successful
MPU6050(gyro) connection successful
Start polling...
1	18	-20	14
2	-34	34	-105
3	50	-1	-6
1	6	17	21
2	-39	42	-120
3	100	-8	-8
1	6	17	21
2	-39	42	-120
3	100	-8	-8
1	20	7	24
2	-33	44	-118
3	107	-7	-2
1	20	7	24
2	-33	44	-118
3	107	-7	-2
1	16	2	9
2	-24	27	-90
3	95	-11	-2
1	16	2	9
2	-24	27	-90
3	95	-11	-2
1	13	0	5
2	-16	35	-75
3	87	-10	-4
1	13	0	5
2	-16	35	-75
3	87	-10	-4
1	7	8	0
2	-9	34	-63
3	97	-12	-8
1	7	8	0
2	-9	34	-63
3	97	-12	-8
1	8	9	2
2	-11	21	-60
3	78	-17	-12
1	8	9	2
2	-11	21	-60
3	78	-17	-12
1	3	1	1
2	-11	21	-60
3	45	-5	-16
1	3	1	1
