acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
2782,24,-1314,-29,149,152,392,830,-4,263,39
3063,-348,-582,102,107,132,320,880,-80,263,89
3511,-310,-993,73,32,111,160,650,-80,263,139
3618,-480,-568,134,13,68,-34,286,19,263,-130
3663,-196,-1233,75,-27,132,30,3,89,263,-80
3751,-383,-602,19,-56,159,2,119,53,263,-30
3527,-16,-1158,60,29,80,57,346,-17,263,19
3661,-248,-731,41,26,59,-122,493,-86,263,69
3572,-77,-1064,83,21,143,-171,464,-38,263,119
3633,-197,-819,127,6,151,-99,233,-87,263,-150
3790,-272,-1225,85,-19,102,-140,75,-22,263,-100
3552,-156,-818,120,-12,112,-53,-143,24,263,-50
3441,-288,-836,92,22,173,-44,-256,45,263,0
3052,66,-826,80,43,96,-66,-399,74,263,49
3046,126,-954,58,31,80,-166,-658,152,263,99
2554,282,-282,1,22,163,-39,-830,105,263,149
1969,988,465,14,21,52,-15,-637,71,263,-121
1459,1453,429,-10,39,41,15,-466,30,263,-71
822,881,244,17,26,29,30,-391,30,263,-21
367,600,100,14,17,29,-8,-396,3,263,28
-253,909,122,25,-13,17,39,-485,-6,263,78
-257,294,146,37,-12,0,79,-434,-20,263,128
-14,324,39,30,-23,-4,217,-474,65,263,-141
-26,-155,22,-145,-48,-58,150,-608,38,263,-91
48,-187,-343,160,271,-709,73,-522,-14,263,-41
-123,-174,58,185,-597,446,-141,-882,-61,263,8
-46,100,-56,-71,133,-155,350,-693,70,263,58
0,32,-3,5,-104,-126,123,-645,177,263,108
29,-48,9,-41,-48,-110,305,-585,140,263,158
31,-28,31,-53,-13,-121,288,-325,65,263,-111
23,-20,53,-29,-10,-104,187,-118,35,263,-61
34,-27,65,-14,-42,-77,141,-17,-20,263,-11
12,-33,57,4,-69,-38,72,82,-62,263,38
2,-32,58,10,-84,-59,13,141,-61,263,88
6,-28,42,19,-79,-90,3,152,-55,263,138
1,-36,34,12,-56,-65,3,113,-44,263,-132
22,-17,42,11,-48,-35,-55,76,-40,263,-82
-14,15,13,-12,-9,-96,-5,117,-36,263,-32
7,-67,71,-1,-66,-65,-104,-44,-4,263,17
21,14,14,11,-67,-20,-61,-46,-5,263,67
6,26,54,-3,-46,-62,-69,-38,-2,263,117
19,11,22,-14,-71,-101,-64,31,57,263,-152
16,-48,39,2,-45,-68,-23,-62,-26,263,-102
