acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
158,1462,-512,-68,-449,-767,-159,-377,59,263,110
1761,-3979,-1172,389,3917,-1015,398,-23,0,263,160
2271,-2907,-603,1311,3496,-438,141,-52,-86,263,-110
3039,1292,-267,3139,-206,-381,-22,198,36,263,-60
4092,2588,-655,4324,-584,-773,-175,54,-12,263,-10
2749,-1198,-284,2837,1475,-262,-71,26,19,263,39
2479,-3902,-520,1889,3877,-419,-46,-14,101,263,89
1786,-1781,-855,1768,2489,-802,-57,-107,145,263,139
561,205,-802,540,-441,-894,130,-282,0,263,-130
-1681,1821,-430,-949,-2239,71,-366,32,-53,263,-80
-1473,1625,1126,-1442,-1728,46,-739,194,-196,263,-30
294,297,5450,1359,-2920,7421,-1863,952,-84,263,19
-689,1193,2101,231,-1627,1899,2820,752,-222,263,69
-632,2609,1451,-802,-2050,2040,288,-101,51,263,119
-357,2052,362,-351,-2529,716,-459,-455,32,263,-150
316,509,-1028,226,-669,-1484,1143,-575,-87,263,-100
-832,-4509,-1664,-1488,3444,-1062,753,-44,-83,263,-50
108,-4627,-769,583,3343,235,-653,-3,-9,263,0
2836,-214,-398,3461,-732,-1164,119,469,-51,263,49
3894,1862,-610,4023,-852,-2109,-275,-273,-79,263,99
882,-1921,-590,949,988,-259,235,47,-7,263,149
-27,-4237,-1253,-1313,4049,640,-78,123,85,263,-121
415,-1765,-600,329,791,-806,-816,112,66,263,-71
-1257,2149,-639,-33,-2377,-855,-470,-12,157,263,-21
-2028,4323,321,-1326,-3403,185,-698,751,205,263,28
-740,-1193,2308,-599,-1088,1013,-1789,1592,428,263,78
370,1588,2839,570,-617,2634,-1146,-656,-221,263,128
-704,569,2729,-936,-2331,3244,2709,-604,-294,263,-141
-991,2647,2050,-2015,-4540,2508,670,-109,-14,263,-91
-852,1713,311,-654,-2600,-92,-477,-469,-253,263,-41
-1048,838,-1319,-921,-865,-1980,1694,199,357,263,8
-2380,-5044,-2438,-3039,6212,-778,1097,154,127,263,58
1927,-987,25,1649,1636,559,-461,451,-158,263,108
2990,734,-954,3366,-454,-1798,-393,757,-269,263,158
-255,-3791,-1066,-831,3738,-1393,565,-272,-186,263,-111
