acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
-228,218,-314,212,-18,382,153,1118,-78,263,-75
-169,43,-336,108,238,-150,-94,1079,482,263,-25
-336,-24,-110,-8,149,-92,612,-486,1047,263,24
199,-460,-260,82,75,59,590,-934,396,263,74
-60,-161,-258,-363,-248,320,153,-297,-176,263,124
43,22,-170,-19,30,60,-226,10,-230,263,-146
20,-55,-148,77,79,-159,-606,440,-592,263,-96
-116,119,-340,88,-124,31,-507,-261,-503,263,-46
97,33,-387,2,700,384,-23,-499,-633,263,3
-151,90,-289,-546,1120,606,-359,-123,-684,263,53
-598,207,-41,-460,598,345,-591,685,170,263,103
-205,-197,485,-1143,-492,353,-426,1321,468,263,153
520,-866,274,4,-135,-466,-293,-472,229,263,-116
458,-696,133,274,39,-580,749,-705,157,263,-66
173,-318,167,-236,-81,-496,178,-46,195,263,-16
-98,-307,322,-314,-92,-63,263,435,-803,263,33
-183,-364,330,-229,-3,92,421,-536,-104,263,83
-133,-373,244,-88,274,65,256,-867,335,263,133
-63,-382,127,-224,97,-99,12,-476,327,263,-136
-20,-410,39,-365,-82,-179,-59,-1052,289,263,-86
344,-407,159,21,137,-394,-69,359,-18,263,-36
407,-487,215,191,64,-534,-238,631,-48,263,13
-1072,-38,620,-1437,-714,-204,250,-743,-188,263,63
-427,35,-35,43,230,-16,-132,-1081,-269,263,113
393,392,-659,-8,1402,1116,-668,1524,230,263,-157
-30,148,-492,-39,433,247,91,1008,-306,263,-107
-170,107,-286,126,267,9,111,282,-261,263,-57
-501,54,-54,-253,29,121,272,-131,104,263,-7
-145,-324,-116,-83,2,160,66,-354,287,263,42
-81,37,-374,-226,122,141,118,-5,-108,263,92
-17,62,-377,-246,178,125,-235,145,-368,263,142
-218,-5,-231,-128,256,240,-63,-468,-799,263,-127
-66,42,-310,-51,261,247,-149,-454,-790,263,-77
36,94,-348,64,605,198,217,298,-706,263,-27
-387,329,-303,-64,694,268,-56,432,145,263,22
-355,207,-39,-119,552,323,212,969,848,263,72
-82,-308,575,-783,-665,405,-846,534,851,263,122
449,-771,493,498,228,-423,525,-494,398,263,-147
600,-762,177,67,-110,-395,603,-94,372,263,-97
-263,13,310,-957,-576,-68,460,459,-222,263,-47
-168,-280,34,296,172,-146,-161,-278,-355,263,2
-192,-201,243,-125,7,-73,313,-444,41,263,52
-158,-357,388,-194,105,1,-86,-713,193,263,102
-78,-452,209,-4,187,-105,-130,-1038,402,263,152
69,-547,208,-204,48,-180,-310,-257,75,263,-118
167,-441,228,-13,-6,-379,-76,26,10,263,-68
230,-574,259,-437,-229,-621,34,-145,-277,263,-18
-393,-293,154,-662,1,-186,-76,-887,52,263,31
-445,345,-678,44,179,1247,-731,-458,55,263,81
346,179,-813,192,1007,851,-581,1864,321,263,131
-24,145,-586,195,433,344,185,1061,168,263,-138
-135,123,-358,-35,202,132,258,608,353,263,-88
-227,-152,-233,-192,171,62,351,-388,459,263,-38
45,-242,-296,-23,219,21,295,-602,42,263,11
-140,-47,-187,-257,49,82,388,-300,-193,263,61
-17,-30,-215,-130,234,16,-81,234,-349,263,111
-62,21,-252,-99,278,154,-255,244,-368,263,-158
-136,73,-381,34,367,257,-345,-172,-85,263,-108
21,13,-398,109,484,369,29,-495,-2,263,-58
21,18,-377,268,828,164,149,-728,240,263,-8
-432,61,-67,-599,125,428,31,1028,765,263,41
-345,-345,699,-836,-333,-306,-442,488,793,263,91
681,-1102,472,0,-191,-728,670,-984,508,263,141
435,-720,299,57,-38,-603,387,-160,-74,263,-128
313,-524,140,-247,-67,-275,60,-78,-785,263,-78
-194,-257,179,85,-84,101,-8,440,-1493,263,-28
-71,-49,279,135,346,-266,646,-226,-243,263,21
25,-436,277,45,98,-158,-147,-821,307,263,71
18,-340,313,-275,-28,-179,-139,-819,319,263,121
68,-357,328,-94,-49,-229,-187,-106,89,263,-149
399,-440,247,63,-14,-379,-118,181,50,263,-99
253,-579,412,69,31,-635,-389,371,-171,263,-49
-895,-104,453,-936,-524,-186,32,-642,-284,263,0
-254,213,-378,238,127,805,-95,-87,-89,263,50
361,237,-419,32,826,654,-136,1180,-64,263,100
20,38,-415,167,203,87,171,785,-402,263,150
-166,121,-341,165,238,32,244,352,-332,263,-119
-126,74,-165,-9,178,38,220,-539,342,263,-69
45,-156,-224,-130,-13,337,148,-282,-475,263,-19
-118,159,-441,-100,276,330,-256,-275,-718,263,30
-127,224,-369,-107,274,152,-194,-90,-744,263,80
-83,145,-268,-18,350,134,-77,23,-670,263,130
-46,135,-259,78,572,314,53,62,-320,263,-139
-97,156,-301,60,677,465,200,129,123,263,-89
-142,129,-47,144,743,312,-384,1013,739,263,-39
-381,-230,642,-965,-408,121,-1133,1936,1186,263,10
-449,-555,871,-879,-960,63,122,-697,393,263,60
869,-907,373,729,369,-618,298,-583,279,263,110
443,-440,190,191,79,-440,142,307,340,263,160
-137,-208,371,-919,-546,-29,474,261,-84,263,-110
-169,-374,214,53,69,-72,-379,-372,-219,263,-60
50,-210,341,-24,172,8,121,-811,61,263,-10
36,-292,516,-75,174,-65,-196,-1164,236,263,39
288,-246,390,-211,52,-167,-119,-598,191,263,89
324,-352,372,-21,21,-317,-5,-51,-104,263,139
259,-302,416,-137,-167,-393,262,-346,-142,263,-130
-17,-212,314,-760,-406,-196,329,-558,24,263,-80
-510,445,170,314,402,377,-744,-108,60,263,-30
186,220,-342,-203,862,774,256,1025,29,263,19
-29,101,-337,-4,422,463,-155,703,-125,263,69
-29,43,-265,134,244,1,39,246,-137,263,119
-353,56,-145,-75,18,59,413,-430,293,263,-150
-74,-113,-53,-81,-21,13,173,-581,351,263,-100
93,-137,-116,-47,-18,92,371,-382,52,263,-50
-67,-5,-123,-100,8,92,-95,30,-102,263,0
-29,0,-170,-92,70,-40,-240,249,-247,263,49
-66,74,-162,-69,109,-47,-388,307,-348,263,99
-18,60,-193,5,154,-14,-619,368,-436,263,149
-256,38,-150,-4,55,188,-520,411,-419,263,-121
-69,27,-276,178,205,287,-11,170,32,263,-71
-82,35,-260,66,411,292,228,351,211,263,-21
-260,-29,-47,11,475,482,44,715,568,263,28
229,-460,282,-340,-158,36,-217,804,886,263,78
-155,-283,528,-593,-736,-12,818,-1074,-244,263,128
779,-575,225,513,142,-572,448,-999,-32,263,-141
371,-393,21,-20,-65,-357,354,-180,160,263,-91
-41,-246,183,-481,-313,-18,6,501,-713,263,-41
-150,-235,303,38,-16,-49,-20,-171,-305,263,8
-11,-373,478,-50,205,6,-283,-707,317,263,58
-33,-529,408,-184,60,0,-35,-906,299,263,108
293,-477,211,-124,43,-75,49,-419,-7,263,158
630,-537,178,188,177,-248,-114,79,-155,263,-111
-841,7,440,-725,-387,-84,405,-794,-252,263,-61
-765,351,256,294,-150,-145,-318,-496,-196,263,-11
249,-52,-414,333,-327,297,728,743,-213,263,38
